===== XTB STOCK ANALYSIS DATABASE =====
Generated on: 2025-03-02 22:59:25
FORMAT: TICKER | PRICE | SIGMA | RECOMMENDATION
IBC2.DE | $40304.00 | 0.55505 | HOLD - Moderate Sigma with mixed signals
TSLA.IT | $27675.00 | 0.30259 | SELL - Low Sigma suggests limited profit potential
ASRM.DE | $92230.00 | 0.45758 | HOLD - Moderate Sigma with mixed signals
FP.FR_4 | $57690.00 | 0.36156 | SELL - Low Sigma suggests limited profit potential
ESS.US_4 | $31025.00 | 0.66164 | BUY - Good Sigma with positive technical indicators
HCAC.US | $3592.00 | 0.36577 | SELL - Low Sigma suggests limited profit potential
LUNR.US | $1457.00 | 0.33857 | SELL - Low Sigma suggests limited profit potential
ALTR.PT_9 | $6045.00 | 0.48154 | HOLD - Moderate Sigma with mixed signals
GLDV.UK_5 | $332000.00 | 0.59985 | HOLD - Moderate Sigma with mixed signals
FLYW.US_4 | $1136.00 | 0.38970 | SELL - Low Sigma suggests limited profit potential
SNPS.US_9 | $45486.00 | 0.22831 | SELL - Low Sigma suggests limited profit potential
BLKC.NL | $10563.00 | 0.30923 | SELL - Low Sigma suggests limited profit potential
MMC.US_4 | $23658.00 | 0.62888 | BUY - Good Sigma with positive technical indicators
NVST.US_9 | $1992.00 | 0.34007 | SELL - Low Sigma suggests limited profit potential
RGLD.US_9 | $14641.00 | 0.58946 | HOLD - Moderate Sigma with mixed signals
UIMB.DE | $99186.00 | 0.42655 | HOLD - Moderate Sigma with mixed signals
YAR.NO_9 | $31900.00 | 0.42010 | HOLD - Moderate Sigma with mixed signals
DAN.US_9 | $1487.00 | 0.55244 | HOLD - Moderate Sigma with mixed signals
BN.US_4 | $5777.00 | 0.33148 | SELL - Low Sigma suggests limited profit potential
SF.US_4 | $10591.00 | 0.29056 | SELL - Low Sigma suggests limited profit potential
NSISB.DK_9 | $43300.00 | 0.63982 | BUY - Good Sigma with positive technical indicators
NDA.DE_4 | $8317.00 | 0.47618 | HOLD - Moderate Sigma with mixed signals
V3AL.DE | $59070.00 | 0.16893 | STRONG SELL - Very low Sigma indicates poor trading conditions
BOX.US | $3261.00 | 0.22971 | SELL - Low Sigma suggests limited profit potential
BMED.IT_4 | $13550.00 | 0.44255 | HOLD - Moderate Sigma with mixed signals
NOVOB.DK_9 | $64360.00 | 0.51830 | HOLD - Moderate Sigma with mixed signals
BOI.FR_9 | $2450.00 | 0.26665 | SELL - Low Sigma suggests limited profit potential
UTX.US_4 | $13271.00 | 0.53278 | HOLD - Moderate Sigma with mixed signals
ACLS.US_9 | $5470.00 | 0.44754 | HOLD - Moderate Sigma with mixed signals
ELIOR.FR_9 | $2578.00 | 0.45684 | HOLD - Moderate Sigma with mixed signals
IWDA.UK_9 | $109780.00 | 0.34369 | SELL - Low Sigma suggests limited profit potential
IQ.US_4 | $206.00 | 0.43958 | HOLD - Moderate Sigma with mixed signals
TRMB.US_4 | $7183.00 | 0.25411 | SELL - Low Sigma suggests limited profit potential
UEC.US | $559.00 | 0.30060 | SELL - Low Sigma suggests limited profit potential
KC.US_9 | $1623.00 | 0.65586 | BUY - Good Sigma with positive technical indicators
HYLE.DE | $44844.00 | 0.55026 | HOLD - Moderate Sigma with mixed signals
RCII.US_9 | $2568.00 | 0.24975 | SELL - Low Sigma suggests limited profit potential
TDC.US_4 | $2376.00 | 0.35858 | SELL - Low Sigma suggests limited profit potential
KPN.NL_4 | $36780.00 | 0.54555 | HOLD - Moderate Sigma with mixed signals
RF.US_9 | $2370.00 | 0.22866 | SELL - Low Sigma suggests limited profit potential
MKC.US_4 | $8251.00 | 0.59212 | HOLD - Moderate Sigma with mixed signals
ZBH.US_4 | $10373.00 | 0.30246 | SELL - Low Sigma suggests limited profit potential
OHL.ES_4 | $4784.00 | 0.75635 | BUY - Good Sigma with positive technical indicators
SCHATZ2Y | $10692.00 | 0.47452 | HOLD - Moderate Sigma with mixed signals
XRS2.DE | $30200.00 | 0.15993 | STRONG SELL - Very low Sigma indicates poor trading conditions
EURN.US | $885.00 | 0.32357 | SELL - Low Sigma suggests limited profit potential
AN.US_9 | $18211.00 | 0.32395 | SELL - Low Sigma suggests limited profit potential
MAN.US_4 | $5752.00 | 0.42933 | HOLD - Moderate Sigma with mixed signals
H1D5.DE | $1412850.00 | 0.23922 | SELL - Low Sigma suggests limited profit potential
DEQ.DE_9 | $1812.00 | 0.18152 | STRONG SELL - Very low Sigma indicates poor trading conditions
FRO.NO_9 | $18060.00 | 0.34039 | SELL - Low Sigma suggests limited profit potential
CRH.UK_4 | $8119.00 | 0.52090 | HOLD - Moderate Sigma with mixed signals
FRT.US_4 | $10513.00 | 0.21672 | SELL - Low Sigma suggests limited profit potential
IGMS.US | $13500.00 | 0.34593 | SELL - Low Sigma suggests limited profit potential
BATS.UK_4 | $30760.00 | 0.27602 | SELL - Low Sigma suggests limited profit potential
EBC.US | $1787.00 | 0.28944 | SELL - Low Sigma suggests limited profit potential
FIS.US_9 | $7110.00 | 0.33237 | SELL - Low Sigma suggests limited profit potential
2B7B.DE | $92340.00 | 0.22183 | SELL - Low Sigma suggests limited profit potential
HOUS.US | $347.00 | 0.64632 | BUY - Good Sigma with positive technical indicators
COPA.UK_9 | $404100.00 | 0.39941 | SELL - Low Sigma suggests limited profit potential
WU.US_9 | $1080.00 | 0.63574 | BUY - Good Sigma with positive technical indicators
ECAR.UK | $74860.00 | 0.45433 | HOLD - Moderate Sigma with mixed signals
ALV.DE_4 | $32900.00 | 0.49542 | HOLD - Moderate Sigma with mixed signals
SSL.US | $437.00 | 0.46015 | HOLD - Moderate Sigma with mixed signals
ES.US_9 | $6301.00 | 0.60659 | BUY - Good Sigma with positive technical indicators
GBF.DE_9 | $5580.00 | 0.66164 | BUY - Good Sigma with positive technical indicators
MKSI.US | $9176.00 | 0.27096 | SELL - Low Sigma suggests limited profit potential
CABO.US | $25819.00 | 0.41378 | HOLD - Moderate Sigma with mixed signals
CURI.US | $256.00 | 0.69585 | BUY - Good Sigma with positive technical indicators
SYY.US_4 | $7545.00 | 0.62305 | BUY - Good Sigma with positive technical indicators
NXT.UK_9 | $9982.00 | 0.63279 | BUY - Good Sigma with positive technical indicators
ETFBW20ST.PL | $26090.00 | 0.24569 | SELL - Low Sigma suggests limited profit potential
EURNOK | $116850.00 | 0.42880 | HOLD - Moderate Sigma with mixed signals
WEBD.DE | $11156.00 | 0.18121 | STRONG SELL - Very low Sigma indicates poor trading conditions
XEL.US_9 | $7210.00 | 0.56570 | HOLD - Moderate Sigma with mixed signals
WIZZ.UK_4 | $16790.00 | 0.63893 | BUY - Good Sigma with positive technical indicators
ANTO.UK_9 | $17380.00 | 0.46555 | HOLD - Moderate Sigma with mixed signals
GLEN.UK_9 | $31855.00 | 0.22309 | SELL - Low Sigma suggests limited profit potential
LINE.US | $6020.00 | 0.46487 | HOLD - Moderate Sigma with mixed signals
IH2O.UK | $522500.00 | 0.34661 | SELL - Low Sigma suggests limited profit potential
TGLS.US | $7323.00 | 0.45119 | HOLD - Moderate Sigma with mixed signals
PB.US_9 | $7654.00 | 0.40313 | HOLD - Moderate Sigma with mixed signals
BIO.US_4 | $26368.00 | 0.28305 | SELL - Low Sigma suggests limited profit potential
SKX.US_9 | $6089.00 | 0.35439 | SELL - Low Sigma suggests limited profit potential
MGY.US_9 | $2339.00 | 0.36018 | SELL - Low Sigma suggests limited profit potential
KBH.US_4 | $6081.00 | 0.31434 | SELL - Low Sigma suggests limited profit potential
V3AA.DE | $62460.00 | 0.31818 | SELL - Low Sigma suggests limited profit potential
BLBD.US | $3498.00 | 0.28238 | SELL - Low Sigma suggests limited profit potential
DEA.US_9 | $1128.00 | 0.50250 | HOLD - Moderate Sigma with mixed signals
SOON.CH_4 | $28930.00 | 0.18900 | STRONG SELL - Very low Sigma indicates poor trading conditions
RIO.US_9 | $6051.00 | 0.45617 | HOLD - Moderate Sigma with mixed signals
MBLY.US_4 | $1573.00 | 0.40743 | HOLD - Moderate Sigma with mixed signals
L0CK.DE_5 | $88290.00 | 0.27311 | SELL - Low Sigma suggests limited profit potential
DWS.DE | $4604.00 | 0.42408 | HOLD - Moderate Sigma with mixed signals
VOD.UK_9 | $6996.00 | 0.52671 | HOLD - Moderate Sigma with mixed signals
SMH.UK | $38970.00 | 0.38098 | SELL - Low Sigma suggests limited profit potential
LOW.US_9 | $24863.00 | 0.32166 | SELL - Low Sigma suggests limited profit potential
GAN.US | $17600.00 | 0.30281 | SELL - Low Sigma suggests limited profit potential
POST.US_9 | $11306.00 | 0.54682 | HOLD - Moderate Sigma with mixed signals
SNE.US_9 | $2503.00 | 0.65421 | BUY - Good Sigma with positive technical indicators
IKSA.UK | $63810.00 | 0.20249 | SELL - Low Sigma suggests limited profit potential
AD.NL_4 | $33770.00 | 0.55611 | HOLD - Moderate Sigma with mixed signals
PRAR.DE | $180115.00 | 0.41467 | HOLD - Moderate Sigma with mixed signals
GXI.DE_4 | $8097.00 | 0.53873 | HOLD - Moderate Sigma with mixed signals
NTAP.US_4 | $9934.00 | 0.35414 | SELL - Low Sigma suggests limited profit potential
XLFS.UK | $3981800.00 | 0.44049 | HOLD - Moderate Sigma with mixed signals
TECH.US_9 | $6175.00 | 0.23176 | SELL - Low Sigma suggests limited profit potential
PARA.US_9 | $1136.00 | 0.64755 | BUY - Good Sigma with positive technical indicators
IRTC.US_4 | $10966.00 | 0.63201 | BUY - Good Sigma with positive technical indicators
G.US | $5321.00 | 0.58466 | HOLD - Moderate Sigma with mixed signals
IQQH.DE_9 | $61550.00 | 0.21119 | SELL - Low Sigma suggests limited profit potential
PHUN.US | $307.00 | 0.25596 | SELL - Low Sigma suggests limited profit potential
ITW.US_4 | $26341.00 | 0.56361 | HOLD - Moderate Sigma with mixed signals
GALP.PT_9 | $15885.00 | 0.29580 | SELL - Low Sigma suggests limited profit potential
FOOD1.UK | $38415.00 | 0.39038 | SELL - Low Sigma suggests limited profit potential
BGS.US_9 | $668.00 | 0.57731 | HOLD - Moderate Sigma with mixed signals
PI.US_9 | $9615.00 | 0.47380 | HOLD - Moderate Sigma with mixed signals
LIGHT.NL_4 | $2042.00 | 0.26992 | SELL - Low Sigma suggests limited profit potential
SDGR.US | $2230.00 | 0.49841 | HOLD - Moderate Sigma with mixed signals
ZPRP.DE | $28075.00 | 0.47696 | HOLD - Moderate Sigma with mixed signals
XMK9.DE | $384760.00 | 0.40570 | HOLD - Moderate Sigma with mixed signals
FNOX.SE_4 | $6885.00 | 0.42107 | HOLD - Moderate Sigma with mixed signals
CB3G.DE | $2211500.00 | 0.42138 | HOLD - Moderate Sigma with mixed signals
GEN.DK_9 | $160700.00 | 0.65435 | BUY - Good Sigma with positive technical indicators
HEN3.DE_4 | $8261.00 | 0.33697 | SELL - Low Sigma suggests limited profit potential
SMMT.US | $2061.00 | 0.54536 | HOLD - Moderate Sigma with mixed signals
BAND.US_4 | $1586.00 | 0.30804 | SELL - Low Sigma suggests limited profit potential
MT.NL_9 | $27400.00 | 0.56355 | HOLD - Moderate Sigma with mixed signals
RHI.US_4 | $5894.00 | 0.23099 | SELL - Low Sigma suggests limited profit potential
NWSA.US_9 | $2863.00 | 0.41778 | HOLD - Moderate Sigma with mixed signals
IFX.DE_9 | $35320.00 | 0.53946 | HOLD - Moderate Sigma with mixed signals
FTK.DE | $18880.00 | 0.60921 | BUY - Good Sigma with positive technical indicators
XZWE.DE | $70700.00 | 0.32954 | SELL - Low Sigma suggests limited profit potential
IQQP.DE_5 | $30039.00 | 0.49732 | HOLD - Moderate Sigma with mixed signals
B2H.NO | $1018.00 | 0.45810 | HOLD - Moderate Sigma with mixed signals
KFY.US_4 | $6524.00 | 0.23274 | SELL - Low Sigma suggests limited profit potential
MKL.US_4 | $192929.00 | 0.64886 | BUY - Good Sigma with positive technical indicators
VK.FR_9 | $18725.00 | 0.50430 | HOLD - Moderate Sigma with mixed signals
EXIE.DE | $63930.00 | 0.57838 | HOLD - Moderate Sigma with mixed signals
GHC.US_4 | $97289.00 | 0.63917 | BUY - Good Sigma with positive technical indicators
NHH.ES_9 | $6300.00 | 0.52527 | HOLD - Moderate Sigma with mixed signals
NEL.NO_4 | $22590.00 | 0.38426 | SELL - Low Sigma suggests limited profit potential
SDJE50.DE | $13572.00 | 0.43329 | HOLD - Moderate Sigma with mixed signals
GBPPLN | $50457.00 | 0.51869 | HOLD - Moderate Sigma with mixed signals
OHL.ES_9 | $4792.00 | 0.61929 | BUY - Good Sigma with positive technical indicators
SCHB.NO_4 | $30030.00 | 0.25463 | SELL - Low Sigma suggests limited profit potential
FTI.US_9 | $2942.00 | 0.37559 | SELL - Low Sigma suggests limited profit potential
DOV.US_9 | $19870.00 | 0.43782 | HOLD - Moderate Sigma with mixed signals
BMW3.DE_4 | $7858.00 | 0.51839 | HOLD - Moderate Sigma with mixed signals
SBRA.US_4 | $1657.00 | 0.46757 | HOLD - Moderate Sigma with mixed signals
PNE3.DE_9 | $1318.00 | 0.56888 | HOLD - Moderate Sigma with mixed signals
EAT.US_9 | $16447.00 | 0.61518 | BUY - Good Sigma with positive technical indicators
THS.US_9 | $3136.00 | 0.26331 | SELL - Low Sigma suggests limited profit potential
SU.US_4 | $3820.00 | 0.40465 | HOLD - Moderate Sigma with mixed signals
SSNC.US_9 | $8903.00 | 0.64470 | BUY - Good Sigma with positive technical indicators
BTG.US | $266.00 | 0.63858 | BUY - Good Sigma with positive technical indicators
STN.FR | $20110.00 | 0.42359 | HOLD - Moderate Sigma with mixed signals
HKD.US | $231.00 | 0.36388 | SELL - Low Sigma suggests limited profit potential
CFR.CH_4 | $18257.00 | 0.50900 | HOLD - Moderate Sigma with mixed signals
IBCD.DE | $988880.00 | 0.54061 | HOLD - Moderate Sigma with mixed signals
BCP.PT_9 | $5364.00 | 0.60310 | BUY - Good Sigma with positive technical indicators
USDCHF | $90274.00 | 0.42431 | HOLD - Moderate Sigma with mixed signals
ALV.US_9 | $9707.00 | 0.51379 | HOLD - Moderate Sigma with mixed signals
CAKE.US_4 | $5390.00 | 0.48399 | HOLD - Moderate Sigma with mixed signals
IUAA.UK | $54870.00 | 0.51056 | HOLD - Moderate Sigma with mixed signals
SYK.US_4 | $38524.00 | 0.43568 | HOLD - Moderate Sigma with mixed signals
XYL.US_9 | $13062.00 | 0.49650 | HOLD - Moderate Sigma with mixed signals
PFS.US | $1821.00 | 0.26751 | SELL - Low Sigma suggests limited profit potential
ABN.NL | $18140.00 | 0.57126 | HOLD - Moderate Sigma with mixed signals
GSK.UK_4 | $14682.00 | 0.57286 | HOLD - Moderate Sigma with mixed signals
HSHP.NO | $6200.00 | 0.72996 | BUY - Good Sigma with positive technical indicators
OTEX.US | $2580.00 | 0.30068 | SELL - Low Sigma suggests limited profit potential
NWS.US_9 | $3226.00 | 0.47285 | HOLD - Moderate Sigma with mixed signals
MCOVB.SE | $20900.00 | 0.50051 | HOLD - Moderate Sigma with mixed signals
ZPRI.DE | $32780.00 | 0.52902 | HOLD - Moderate Sigma with mixed signals
IBCS.DE_5 | $1261550.00 | 0.44989 | HOLD - Moderate Sigma with mixed signals
PANW.US_9 | $19026.00 | 0.55023 | HOLD - Moderate Sigma with mixed signals
HSBA.UK_9 | $92450.00 | 0.61524 | BUY - Good Sigma with positive technical indicators
XIPS.DE | $20340.00 | 0.59714 | HOLD - Moderate Sigma with mixed signals
SAND.SE_9 | $23300.00 | 0.49255 | HOLD - Moderate Sigma with mixed signals
STELLAR | $34957.00 | 0.46982 | HOLD - Moderate Sigma with mixed signals
MCO.US_9 | $50335.00 | 0.41258 | HOLD - Moderate Sigma with mixed signals
BN.FR_4 | $6863.00 | 0.60067 | BUY - Good Sigma with positive technical indicators
FERG.UK_4 | $13998.00 | 0.26410 | SELL - Low Sigma suggests limited profit potential
TUI.UK_4 | $5666.00 | 0.60270 | BUY - Good Sigma with positive technical indicators
FITB.US_9 | $4336.00 | 0.23748 | SELL - Low Sigma suggests limited profit potential
MSGS.US_9 | $20224.00 | 0.26323 | SELL - Low Sigma suggests limited profit potential
KIM.US_4 | $2206.00 | 0.39997 | SELL - Low Sigma suggests limited profit potential
IBCK.DE | $97070.00 | 0.54437 | HOLD - Moderate Sigma with mixed signals
IQQW.DE_5 | $77030.00 | 0.36375 | SELL - Low Sigma suggests limited profit potential
LB.US_4 | $3609.00 | 0.66927 | BUY - Good Sigma with positive technical indicators
IBCL.DE_5 | $1792900.00 | 0.51620 | HOLD - Moderate Sigma with mixed signals
3USL.UK | $1091500.00 | 0.30454 | SELL - Low Sigma suggests limited profit potential
SXAPEX.DE | $53630.00 | 0.45670 | HOLD - Moderate Sigma with mixed signals
PHIN.US_4 | $4896.00 | 0.34130 | SELL - Low Sigma suggests limited profit potential
PFGC.US_9 | $8479.00 | 0.31095 | SELL - Low Sigma suggests limited profit potential
PZC.UK_4 | $8070.00 | 0.42789 | HOLD - Moderate Sigma with mixed signals
SBIO.UK | $461500.00 | 0.40522 | HOLD - Moderate Sigma with mixed signals
RHP.US_4 | $9814.00 | 0.21863 | SELL - Low Sigma suggests limited profit potential
TS.US_9 | $3785.00 | 0.25973 | SELL - Low Sigma suggests limited profit potential
INTC.US_9 | $2372.00 | 0.76031 | BUY - Good Sigma with positive technical indicators
JEGA.DE | $28515.00 | 0.49154 | HOLD - Moderate Sigma with mixed signals
ROCKB.DK_4 | $283100.00 | 0.63725 | BUY - Good Sigma with positive technical indicators
BDX.US_9 | $22537.00 | 0.42368 | HOLD - Moderate Sigma with mixed signals
NWL.US_9 | $641.00 | 0.37018 | SELL - Low Sigma suggests limited profit potential
AFG.US_9 | $12566.00 | 0.31252 | SELL - Low Sigma suggests limited profit potential
FLNC.US | $570.00 | 0.36866 | SELL - Low Sigma suggests limited profit potential
OHI.US_9 | $3673.00 | 0.27271 | SELL - Low Sigma suggests limited profit potential
LYQ2.DE | $1255700.00 | 0.54550 | HOLD - Moderate Sigma with mixed signals
DHL.DE_9 | $37680.00 | 0.49192 | HOLD - Moderate Sigma with mixed signals
AZN.US_9 | $7621.00 | 0.52136 | HOLD - Moderate Sigma with mixed signals
LVS.US_4 | $4463.00 | 0.37767 | SELL - Low Sigma suggests limited profit potential
FWEA.DE | $68880.00 | 0.33047 | SELL - Low Sigma suggests limited profit potential
GAIN.US_9 | $1379.00 | 0.43615 | HOLD - Moderate Sigma with mixed signals
TNO.FR | $97250.00 | 0.56601 | HOLD - Moderate Sigma with mixed signals
IS02.DE | $56544.00 | 0.55834 | HOLD - Moderate Sigma with mixed signals
FGP.UK_4 | $16000.00 | 0.30303 | SELL - Low Sigma suggests limited profit potential
IUSG.US_5 | $13836.00 | 0.22285 | SELL - Low Sigma suggests limited profit potential
PBI.US_9 | $1081.00 | 0.68557 | BUY - Good Sigma with positive technical indicators
AIR.DE_9 | $16534.00 | 0.42410 | HOLD - Moderate Sigma with mixed signals
NRZ.US | $1213.00 | 0.61042 | BUY - Good Sigma with positive technical indicators
ZINC | $2794.00 | 0.22698 | SELL - Low Sigma suggests limited profit potential
GBPUSD | $126033.00 | 0.43409 | HOLD - Moderate Sigma with mixed signals
TPG.US | $5488.00 | 0.25837 | SELL - Low Sigma suggests limited profit potential
RKT.US | $1403.00 | 0.66896 | BUY - Good Sigma with positive technical indicators
APAM.US_9 | $4217.00 | 0.22364 | SELL - Low Sigma suggests limited profit potential
TCH.FR_4 | $1657.00 | 0.68668 | BUY - Good Sigma with positive technical indicators
TWLO.US_4 | $11937.00 | 0.47725 | HOLD - Moderate Sigma with mixed signals
TEF1.ES_9 | $42920.00 | 0.54611 | HOLD - Moderate Sigma with mixed signals
CBUF.DE | $69140.00 | 0.38706 | SELL - Low Sigma suggests limited profit potential
UCRH.DE | $393950.00 | 0.49948 | HOLD - Moderate Sigma with mixed signals
VU.FR_4 | $20500.00 | 0.64434 | BUY - Good Sigma with positive technical indicators
DFEP.UK | $17124.00 | 0.25936 | SELL - Low Sigma suggests limited profit potential
CGCBV.FI_9 | $4627.00 | 0.30047 | SELL - Low Sigma suggests limited profit potential
NU.US_4 | $1072.00 | 0.45765 | HOLD - Moderate Sigma with mixed signals
NWG.UK_4 | $47650.00 | 0.73310 | BUY - Good Sigma with positive technical indicators
JKS.US_9 | $2251.00 | 0.51343 | HOLD - Moderate Sigma with mixed signals
MDLZ.US_4 | $6411.00 | 0.64449 | BUY - Good Sigma with positive technical indicators
MATV.US_9 | $674.00 | 0.39347 | SELL - Low Sigma suggests limited profit potential
ACMR.US | $2592.00 | 0.76869 | BUY - Good Sigma with positive technical indicators
LSE.UK_9 | $11770.00 | 0.44890 | HOLD - Moderate Sigma with mixed signals
IHYG.UK | $9515.00 | 0.59500 | HOLD - Moderate Sigma with mixed signals
REZI.US_4 | $1916.00 | 0.30214 | SELL - Low Sigma suggests limited profit potential
